B	eps
10.0985	-0.00269034
10.0985	-0.00269034
10.0977	-0.00246321
10.0977	-0.00246321
10.0977	-0.00246321
10.1014	-0.00292674
10.1012	-0.00189753
10.0998	-0.00123251
10.0998	-0.00123251
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1016	-0.00189919
10.1022	-0.000535707
10.1022	-0.000535707
10.1022	-0.000535707
10.1022	-0.000535707
10.1022	-0.000535707
10.1022	-0.000535707
10.1033	0.000744588
10.1033	0.000744588
10.1033	0.000744588
10.1033	0.000744588
10.1032	0.000435239
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0982	0.000592716
10.0987	-1.76333e-05
10.0987	-1.76333e-05
10.0983	-0.000341068
10.0983	-0.000341068
10.0983	-0.00127906
10.0983	-0.00127906
10.0975	-0.00193192
10.0986	-0.00180999
10.1012	-0.00202026
10.1012	-0.00202026
10.1	-0.00274202
10.1	-0.00274202
10.1	-0.00274202
10.1	-0.00274202
10.1	-0.00274202
10.1	-0.00274202
10.1003	-0.00264489
10.0974	-0.00235106
10.0966	-0.00275105
10.0966	-0.00275105
10.0966	-0.00275105
10.097	-0.00259856
10.097	-0.00259856
10.097	-0.00259856
10.097	-0.00286285
10.097	-0.00286285
10.097	-0.00286285
10.097	-0.00286285
10.097	-0.00286285
10.0989	-0.00287323
10.0989	-0.00287323
10.0978	-0.00350005
10.1012	-0.00378623
10.1018	-0.0036917
10.1018	-0.0036917
10.102	-0.00396853
10.102	-0.00396853
10.0994	-0.00347336
10.1003	-0.00369001
10.1003	-0.00369001
10.0997	-0.0043595
10.0997	-0.0043595
10.0997	-0.0043595
10.0997	-0.0043595
10.1009	-0.00427709
10.0989	-0.00361521
10.0989	-0.00361521
10.0989	-0.00361521
10.0989	-0.00361521
10.0989	-0.00361521
10.0996	-0.00385622
10.098	-0.00362447
10.098	-0.00362447
10.098	-0.00362447
10.098	-0.00362447
10.0985	-0.00417963
10.1003	-0.0048065
10.1003	-0.0048065
10.1003	-0.0048065
10.1003	-0.0048065
